,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,updated_github_id,trending
69,tokio-sunspec,lukaskirner/tokio-sunspec,[],smart-grid-protocols,https://github.com/lukaskirner/tokio-sunspec,https://github.com/lukaskirner/tokio-sunspec,Apache-2.0,2022-12-28 20:38:56,2023-03-22 14:31:23,2023-03-22 14:31:23,33,,2.0,1,10.0,,1.0,5,2023-03-22 13:34:10,0.2.2,,,2.0,A tokio-based SunSpec library.,,,3.0,6,False,3,,
70,meta-rugix,silitics/meta-rugix,[],yocto-layers,https://github.com/rugix/meta-rugix,https://github.com/rugix/meta-rugix,Apache-2.0,2025-04-10 19:04:02,2026-04-22 14:26:24,2026-04-21 20:53:14,69,38.0,2.0,1,11.0,1.0,1.0,4,,,,,,Yocto layers and recipes for Rugix.,,,3.0,6,False,3,rugix/meta-rugix,-1.0
71,sunspec_rs,PeterGrace/sunspec_rs,[],smart-grid-protocols,https://github.com/PeterGrace/sunspec_rs,https://github.com/PeterGrace/sunspec_rs,MIT,2023-09-04 16:11:10,2025-12-11 16:33:33,2025-12-11 16:33:28,119,,,1,3.0,,,3,2023-10-10 11:46:43,0.6.1,,,5.0,,1.0,1.0,,6,False,3,,
72,snmp_mp,davedufresne/modern_snmp,[],nmp,https://github.com/davedufresne/modern_snmp,https://github.com/davedufresne/modern_snmp,Apache-2.0,2020-07-18 13:10:42,2024-08-23 15:39:30,2024-08-23 15:36:50,33,,6.0,2,6.0,1.0,1.0,33,,,,,,A pure-Rust library for SNMPv3.,,,2.0,5,False,3,,
73,dbus-pure,Arnavion/dbus-pure,['dbus'],ipc,https://github.com/Arnavion/dbus-pure,https://github.com/Arnavion/dbus-pure,Apache-2.0,2019-12-26 05:04:22,2025-06-30 01:39:39,2025-06-30 01:39:15,69,,5.0,1,3.0,,,14,,,,,,Pure Rust implementation of a D-Bus client.,,,2.0,5,False,3,,
74,knxkit,knxkit/knxkit,[],home-automation-protocols,https://github.com/knxkit/knxkit,https://github.com/knxkit/knxkit,EPL-2.0,2024-12-27 13:29:21,2025-10-14 18:03:29,2025-10-05 20:10:43,57,,1.0,1,,,,5,,,,,,,3.0,3.0,,5,False,3,,
75,connman-rs,jmagnuson/connman-rs,['dbus'],net-man,https://github.com/jmagnuson/connman-rs,https://github.com/jmagnuson/connman-rs,Apache-2.0,2019-04-30 04:59:46,2023-01-16 14:38:00,2022-04-26 03:15:47,49,,4.0,2,14.0,1.0,1.0,5,,,,,,ConnMan D-Bus bindings in Rust.,,,2.0,4,False,1,,
76,pps-time,pendulum-project/pps-time,[],time-sync,https://github.com/pendulum-project/pps-time,https://github.com/pendulum-project/pps-time,,2024-12-12 15:10:51,2026-03-26 15:15:12,2026-03-26 15:15:12,19,2.0,2.0,7,3.0,1.0,,4,,,,,,A Rust interface for PPS devices.,3.0,3.0,3.0,4,False,3,,
77,eebus-rust,DerAndereAndi/eebus-rust,[],smart-grid-protocols,https://github.com/DerAndereAndi/eebus-rust,https://github.com/DerAndereAndi/eebus-rust,MIT,2022-03-22 15:35:15,2022-04-13 20:05:04,2022-04-13 20:04:58,31,,1.0,1,1.0,,,3,,,,,,Very basic EEBUS protocol implementation in Rust.,,,2.0,4,False,3,,
78,knx-rust,memoos/knx-rust,[],home-automation-protocols,https://github.com/memoos/knx-rust,https://github.com/memoos/knx-rust,,2024-04-15 09:00:56,2024-05-02 11:49:55,2024-05-02 11:26:38,15,,1.0,1,,,,4,2024-05-02 11:27:58,0.0.1,,,1.0,Library implementing the KNXNet/Ip protocol.,,,,3,False,3,,
79,libmburs,Lexicality/libmburs,[],smart-grid-protocols,https://github.com/Lexicality/libmburs,https://github.com/Lexicality/libmburs,EUPL-1.2,2023-02-12 12:39:51,2025-10-05 09:20:04,2025-10-05 09:19:49,106,,,1,,,,1,,,,,,For when you want to talk to an m-bus device but dont want to use C.,,,,3,False,3,,
80,mockalloc,diggsey/mockalloc,[],testing,https://github.com/Diggsey/mockalloc,https://github.com/Diggsey/mockalloc,,2020-11-13 02:37:34,2024-03-20 12:49:57,2024-03-20 12:49:56,9,,2.0,1,1.0,,1.0,14,,,,,,Rust library for testing code relying on the global allocator.,34.0,34.0,2.0,2,False,3,,
81,async-rustbus,cmaves/async-rustbus,['dbus'],ipc,https://github.com/cmaves/async-rustbus,https://github.com/cmaves/async-rustbus,,2021-02-25 08:44:13,2023-08-13 03:17:40,2023-08-13 03:17:20,85,,1.0,1,3.0,3.0,1.0,2,,,,,,An asynchronous implementation of the DBus protocol based on rustbus.,5.0,5.0,,2,False,3,,
