,name,github_id,labels,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,license,trending
35,r2r,sequenceplanner/r2r,[],robotics,https://github.com/sequenceplanner/r2r,https://github.com/sequenceplanner/r2r,2019-08-20 09:10:16,2025-04-22 08:30:50,2025-04-22 08:27:18,346,,48.0,14,65.0,9.0,51.0,375,,,,,,Minimal ROS 2 Rust bindings.,153.0,153.0,29.0,14,False,3,,
36,cargo-call-stack,japaric/cargo-call-stack,[],tools,https://github.com/japaric/cargo-call-stack,https://github.com/japaric/cargo-call-stack,2018-12-03 01:52:30,2024-10-28 17:29:02,2024-10-28 17:27:44,192,,51.0,11,57.0,37.0,23.0,633,,,,,,Whole program static stack analysis.,1.0,1.0,11.0,12,True,3,Apache-2.0,
37,meta-rust-bin,rust-embedded/meta-rust-bin,[],yocto-layers,https://github.com/rust-embedded/meta-rust-bin,https://github.com/rust-embedded/meta-rust-bin,2016-09-02 06:04:55,2025-07-11 21:21:10,2025-07-11 21:21:10,304,6.0,73.0,22,147.0,25.0,45.0,117,,,,,,Yocto layer for installing Rust toolchain from pre-built binaries.,,,43.0,12,False,2,,
38,openleadr-rs,OpenLEADR/openleadr-rs,[],smart-grid-protocols,https://github.com/OpenLEADR/openleadr-rs,https://github.com/OpenLEADR/openleadr-rs,2024-10-01 13:50:22,2025-07-28 06:58:55,2025-07-21 08:02:15,159,35.0,9.0,9,197.0,17.0,35.0,46,2025-01-29 13:10:50,0.0.4,,,2.0,OpenADR 3.0 VTN and VEN implementation in Rust.,,,11.0,12,False,2,,
39,mctp-rs,CodeConstruct/mctp-rs,[],platform-management,https://github.com/CodeConstruct/mctp-rs,https://github.com/CodeConstruct/mctp-rs,2024-03-18 22:52:25,2025-07-31 09:09:37,2025-07-31 09:09:37,258,135.0,4.0,5,20.0,,2.0,9,,,,,,"Rust crates for MCTP protocol support, on Linux and embedded.",8.0,8.0,3.0,11,False,1,Apache-2.0,
40,duvet,awslabs/duvet,[],tools,https://github.com/awslabs/duvet,https://github.com/awslabs/duvet,2021-06-01 21:00:39,2025-07-31 01:57:48,2025-05-22 23:19:48,77,2.0,16.0,10,137.0,28.0,15.0,81,2024-06-08 00:09:19,0.3.0,,,2.0,A requirements traceability tool.,,,13.0,10,False,3,Apache-2.0,
41,meta-slint,slint-ui/meta-slint,[],yocto-layers,https://github.com/slint-ui/meta-slint,https://github.com/slint-ui/meta-slint,2022-12-07 14:53:07,2025-07-30 14:32:01,2025-07-30 14:31:28,206,12.0,7.0,4,13.0,2.0,4.0,16,,,,,,A Yocto layer with recipes for building Slint.,,,6.0,10,False,3,MIT,
42,finny,hashmismatch/finny.rs,[],fsm,https://github.com/hashmismatch/finny.rs,https://github.com/hashmismatch/finny.rs,2017-02-11 12:47:58,2024-04-13 15:26:44,2022-01-24 20:53:44,86,,6.0,3,12.0,3.0,6.0,73,2022-01-24 20:58:38,0.2.0,,,3.0,Finite State Machines for Rust.,3.0,3.0,1.0,8,False,3,,
43,rust-extfsm,przygienda/rust-extfsm,[],fsm,https://github.com/przygienda/rust-extfsm,https://github.com/przygienda/rust-extfsm,2017-07-05 05:56:13,2022-01-30 19:10:29,2021-06-06 16:32:07,52,,7.0,3,4.0,,2.0,49,2018-08-08 05:45:30,0.8.0,,,1.0,Extended Finite State Machine library in Rust with internal event queue and entry/exit transitions.,,,5.0,8,False,3,Apache-2.0,
44,snmp2,roboplc/snmp2,[],others,https://github.com/roboplc/snmp2,https://github.com/roboplc/snmp2,2024-12-28 20:04:55,2025-04-02 21:34:29,2025-04-02 21:34:29,85,,5.0,1,5.0,2.0,3.0,36,,,,,,Dependency-free basic SNMP v1/v2/v3 client in Rust.,3.0,3.0,6.0,8,False,1,Apache-2.0,
45,memfault-linux-sdk,memfault/memfault-linux-sdk,[],ota-integration,https://github.com/memfault/memfault-linux-sdk,https://github.com/memfault/memfault-linux-sdk,2022-07-18 13:03:21,2025-06-12 21:12:50,2025-06-12 21:10:24,36,3.0,7.0,13,1.0,,,37,,,,,,"Memfault SDK for embedded Linux systems. Observability, logging, crash reporting, and updating all in one service...",,,3.0,7,False,1,,
46,sunspec_rs,PeterGrace/sunspec_rs,[],smart-grid-protocols,https://github.com/PeterGrace/sunspec_rs,https://github.com/PeterGrace/sunspec_rs,2023-09-04 16:11:10,2025-07-02 00:40:58,2025-07-02 00:40:50,112,29.0,,2,3.0,,,2,2023-10-10 11:46:43,0.6.1,,,5.0,,1.0,1.0,,7,False,2,MIT,-1.0
47,dbus-pure,Arnavion/dbus-pure,['dbus'],ipc,https://github.com/Arnavion/dbus-pure,https://github.com/Arnavion/dbus-pure,2019-12-26 05:04:22,2025-06-30 01:39:39,2025-06-30 01:39:15,69,4.0,5.0,2,3.0,,,13,,,,,,Pure Rust implementation of a D-Bus client.,,,2.0,6,False,3,Apache-2.0,
48,sunspec,bikeshedder/sunspec,[],smart-grid-protocols,https://github.com/bikeshedder/sunspec,https://github.com/bikeshedder/sunspec,2023-10-31 20:28:16,2025-03-13 20:16:49,2025-03-13 19:55:48,94,,4.0,2,11.0,5.0,6.0,8,,,,,,Rust crate for accessing SunSpec compliant devices in a safe and convenient way.,1.0,1.0,3.0,6,False,3,Apache-2.0,
49,dbus-bytestream,srwalter/dbus-bytestream,['dbus'],ipc,https://github.com/srwalter/dbus-bytestream,https://github.com/srwalter/dbus-bytestream,2015-06-28 04:47:09,2018-10-18 13:29:47,2018-10-18 13:29:46,72,,4.0,3,9.0,4.0,1.0,6,,,,,,Native D-Bus implementation for Rust.,6.0,6.0,4.0,6,False,3,LGPL-2.1,
50,tokio-sunspec,lukaskirner/tokio-sunspec,[],smart-grid-protocols,https://github.com/lukaskirner/tokio-sunspec,https://github.com/lukaskirner/tokio-sunspec,2022-12-28 20:38:56,2023-03-22 14:31:23,2023-03-22 14:31:23,33,,2.0,1,10.0,,1.0,5,2023-03-22 13:34:10,0.2.2,,,2.0,A tokio-based SunSpec library.,,,3.0,6,False,3,Apache-2.0,
51,snmp_mp,davedufresne/modern_snmp,[],others,https://github.com/davedufresne/modern_snmp,https://github.com/davedufresne/modern_snmp,2020-07-18 13:10:42,2024-08-23 15:39:30,2024-08-23 15:36:50,33,,5.0,2,4.0,1.0,1.0,28,,,,,,A pure-Rust library for SNMPv3.,,,2.0,5,False,3,Apache-2.0,
52,tss2-fapi-rs,tpm2-software/rust-tss-fapi,[],tpm,https://github.com/tpm2-software/rust-tss-fapi,https://github.com/tpm2-software/rust-tss-fapi,2024-08-16 13:18:55,2025-04-24 14:25:22,2025-04-24 14:22:50,40,,,3,2.0,,,9,2025-04-24 14:26:37,0.5.8,1.0,0.0,6.0,Rust wrapper for the TSS 2.0 FAPI.,,,2.0,5,False,1,,
53,knxkit,knxkit/knxkit,[],home-automation-protocols,https://github.com/knxkit/knxkit,https://github.com/knxkit/knxkit,2024-12-27 13:29:21,2025-01-02 21:19:03,2025-01-02 21:18:58,49,,,1,,,,4,,,,,,,3.0,3.0,,5,False,3,EPL-2.0,
54,libmburs,Lexicality/libmburs,[],smart-grid-protocols,https://github.com/Lexicality/libmburs,https://github.com/Lexicality/libmburs,2023-02-12 12:39:51,2025-07-02 21:54:45,2025-07-02 21:53:39,105,17.0,,1,,,,1,,,,,,For when you want to talk to an m-bus device but dont want to use C.,,,,5,False,3,EUPL-1.2,
55,connman-rs,jmagnuson/connman-rs,['dbus'],net-man,https://github.com/jmagnuson/connman-rs,https://github.com/jmagnuson/connman-rs,2019-04-30 04:59:46,2023-01-16 14:38:00,2022-04-26 03:15:47,49,,3.0,2,14.0,1.0,1.0,5,,,,,,ConnMan D-Bus bindings in Rust.,,,2.0,4,False,1,Apache-2.0,
56,eebus-rust,DerAndereAndi/eebus-rust,[],smart-grid-protocols,https://github.com/DerAndereAndi/eebus-rust,https://github.com/DerAndereAndi/eebus-rust,2022-03-22 15:35:15,2022-04-13 20:05:04,2022-04-13 20:04:58,31,,1.0,1,1.0,,,3,,,,,,Very basic EEBUS protocol implementation in Rust.,,,2.0,4,False,3,MIT,
57,knx-rust,memoos/knx-rust,[],home-automation-protocols,https://github.com/memoos/knx-rust,https://github.com/memoos/knx-rust,2024-04-15 09:00:56,2024-05-02 11:49:55,2024-05-02 11:26:38,15,,1.0,1,,,,3,2024-05-02 11:27:58,0.0.1,,,1.0,Library implementing the KNXNet/Ip protocol.,,,,3,False,3,,
58,mockalloc,diggsey/mockalloc,[],testing,https://github.com/Diggsey/mockalloc,https://github.com/Diggsey/mockalloc,2020-11-13 02:37:34,2024-03-20 12:49:57,2024-03-20 12:49:56,9,,2.0,2,1.0,,1.0,13,,,,,,Rust library for testing code relying on the global allocator.,28.0,28.0,2.0,2,False,3,,
59,pps-time,pendulum-project/pps-time,[],time-sync,https://github.com/pendulum-project/pps-time,https://github.com/pendulum-project/pps-time,2024-12-12 15:10:51,2025-01-10 14:14:10,2025-01-10 14:13:30,14,,1.0,7,,1.0,,2,,,,,,A Rust interface for PPS devices.,2.0,2.0,,2,False,3,,
60,async-rustbus,cmaves/async-rustbus,['dbus'],ipc,https://github.com/cmaves/async-rustbus,https://github.com/cmaves/async-rustbus,2021-02-25 08:44:13,2023-08-13 03:17:40,2023-08-13 03:17:20,85,,1.0,1,3.0,3.0,1.0,2,,,,,,An asynchronous implementation of the DBus protocol based on rustbus.,4.0,4.0,,2,False,3,,
61,meta-rugix,silitics/meta-rugix,[],yocto-layers,https://github.com/silitics/meta-rugix,https://github.com/silitics/meta-rugix,2025-04-10 19:04:02,2025-07-23 16:19:52,2025-07-23 16:19:51,17,3.0,1.0,1,3.0,,,2,,,,,,Yocto layers for Rugix.,,,2.0,2,False,3,Apache-2.0,
